"Id","Year","Appendix","Taxon","Class","Order","Family","Genus","Term","Quantity","Unit","Importer","Exporter","Origin","Purpose","Source","Reporter.type","Import.permit.RandomID","Export.permit.RandomID","Origin.permit.RandomID"
"6973554251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","7eb9bdef54","379ab08f61",""
"5857613551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","9078e532fa","379ab08f61",""
"6683888651",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","9078e532fa","379ab08f61",""
"9817608851",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","9078e532fa","379ab08f61",""
"2442322451",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","9078e532fa","379ab08f61",""
"8614498151",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","1c9d70b8a5","5f9cd1c6db",""
"5262887051",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","1c9d70b8a5","5f9cd1c6db",""
"2654166851",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",2,"","TR","AT","US","T","W","I","cb76134170","b805aad812",""
"3862765151",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","AT","US","T","W","I","cb76134170","617bac3ef9",""
"9901460451",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",4,"","TR","AT","US","T","W","I","cb76134170","b05fed7b63",""
"6886109451",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","29d3aa3d93","379ab08f61",""
"6117573651",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","29d3aa3d93","379ab08f61",""
"3910751551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","65c36a478b","3c5e7cfecb",""
"2136089051",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","65c36a478b","3c5e7cfecb",""
"2306983751",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","de1ab0f338","379ab08f61",""
"8266014251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","de1ab0f338","379ab08f61",""
"6539821351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","de1ab0f338","379ab08f61",""
"9588191351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","de1ab0f338","379ab08f61",""
"3416457351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","3be0d2a66a","379ab08f61",""
"8492296851",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","3be0d2a66a","379ab08f61",""
"1211158351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","3be0d2a66a","379ab08f61",""
"4796513251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","3be0d2a66a","379ab08f61",""
"2969673751",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","4ccc179865","379ab08f61",""
"9694972251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","4ccc179865","379ab08f61",""
"3434220351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","4ccc179865","379ab08f61",""
"3325861351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","4ccc179865","379ab08f61",""
"3291021651",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","16daca26cb","379ab08f61",""
"5940813251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","16daca26cb","379ab08f61",""
"8696466451",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",2,"","TR","CH","US","T","W","I","260af03d95","7af1f5a3ae",""
"9600407151",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","260af03d95","7af1f5a3ae",""
"8225281951",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","260af03d95","7af1f5a3ae",""
"9817052351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","260af03d95","7af1f5a3ae",""
"2080389451",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","0d82df8b57","7af1f5a3ae",""
"6381871751",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","0d82df8b57","7af1f5a3ae",""
"6134802251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","0d82df8b57","7af1f5a3ae",""
"4645422651",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",2,"","TR","CH","US","T","W","I","0d82df8b57","7af1f5a3ae",""
"3260028251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",2,"","TR","CH","US","T","W","I","43f2b0ba2a","7af1f5a3ae",""
"4205971251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",2,"","TR","CH","US","T","W","I","43f2b0ba2a","7af1f5a3ae",""
"9553144351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",2,"","TR","CH","US","T","W","I","84a7b2fd1d","7925caee84",""
"9386949551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","84a7b2fd1d","7925caee84",""
"2177613351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","84a7b2fd1d","7925caee84",""
"9299417451",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","84a7b2fd1d","7925caee84",""
"6120719951",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",2,"","TR","CH","US","T","W","I","f7072d121d","76c08f1703",""
"5495552951",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","f7072d121d","76c08f1703",""
"6755077951",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","f7072d121d","76c08f1703",""
"5158718351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","f7072d121d","76c08f1703",""
"4739773051",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","b6e944a7f0","76c08f1703",""
"3938291751",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","b6e944a7f0","76c08f1703",""
"1395994451",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",2,"","TR","CH","US","T","W","I","b6e944a7f0","76c08f1703",""
"1117428451",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","b6e944a7f0","76c08f1703",""
"3862164551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",2,"","TR","CH","US","T","W","I","ef675e0307","1b01ed4cd3",""
"9880802051",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","ef675e0307","1b01ed4cd3",""
"8351322051",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","ef675e0307","1b01ed4cd3",""
"8293159951",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","ef675e0307","1b01ed4cd3",""
"6247609851",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","bb57e1ac25","8b89ee7fd6",""
"8912191651",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","bb57e1ac25","8b89ee7fd6",""
"6833903451",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","bb57e1ac25","8b89ee7fd6",""
"9461537551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","f1976e63ec","b9fc4af642",""
"5176872151",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","e96da4e789","31a3aa38fa",""
"7413324851",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",8,"","TR","CH","US","T","W","I","fe717070b4","83f92fc720",""
"1850019651",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",2,"","TR","CH","US","T","W","I","2f899959eb","83f92fc720",""
"5346618551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",7,"","TR","CH","US","T","W","I","2f899959eb","83f92fc720",""
"9092240151",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",30,"","TR","CH","US","T","W","I","2f899959eb","83f92fc720",""
"3668441551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","2f899959eb","83f92fc720",""
"8721692251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",168,"","TR","ES","US","T","W","I","c532704e38","00bcad6e6c",""
"9538271651",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",86,"","TR","ES","US","T","W","I","c532704e38","00bcad6e6c",""
"9525322551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",2,"","TR","ES","US","T","W","I","c532704e38","00bcad6e6c",""
"1912863351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","c532704e38","00bcad6e6c",""
"1971056551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","91e59043d8","00bcad6e6c",""
"4872756051",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","91e59043d8","00bcad6e6c",""
"2018023351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",4,"","TR","ES","US","T","W","I","42edd3569c","ff933cc0ee",""
"3364727851",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",2,"","TR","ES","US","T","W","I","42edd3569c","ff933cc0ee",""
"1554909151",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",2,"","TR","ES","US","T","W","I","42edd3569c","ff933cc0ee",""
"2039753651",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","42edd3569c","ff933cc0ee",""
"3677624751",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",13,"","TR","ES","US","T","W","I","199cabfc6a","ff933cc0ee",""
"1919097251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","199cabfc6a","ff933cc0ee",""
"3039983251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","199cabfc6a","ff933cc0ee",""
"2153171051",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","199cabfc6a","ff933cc0ee",""
"9324555651",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","aa9d2c8d0b","ff933cc0ee",""
"9717040251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",2,"","TR","ES","US","T","W","I","aa9d2c8d0b","ff933cc0ee",""
"3658051051",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","aa9d2c8d0b","ff933cc0ee",""
"3390325951",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","aa9d2c8d0b","ff933cc0ee",""
"4151299251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",2,"","TR","ES","US","T","W","I","470e6e4409","ff933cc0ee",""
"5727275451",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",2,"","TR","ES","US","T","W","I","470e6e4409","ff933cc0ee",""
"4913525751",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","470e6e4409","ff933cc0ee",""
"7152239051",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","470e6e4409","ff933cc0ee",""
"7860118351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","4fac0b9396","ff933cc0ee",""
"3468886151",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","4fac0b9396","ff933cc0ee",""
"3702065951",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",2,"","TR","ES","US","T","W","I","4fac0b9396","ff933cc0ee",""
"1481126951",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",2,"","TR","ES","US","T","W","I","4fac0b9396","ff933cc0ee",""
"5871396451",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","f29b109039","ff933cc0ee",""
"3980761051",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",2,"","TR","ES","US","T","W","I","f29b109039","ff933cc0ee",""
"1886927051",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",3,"","TR","ES","US","T","W","I","f29b109039","ff933cc0ee",""
"4828065251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","f29b109039","ff933cc0ee",""
"5238737051",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","7f4a595ba8","ff933cc0ee",""
"5347773251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","7f4a595ba8","ff933cc0ee",""
"2563189151",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","7f4a595ba8","ff933cc0ee",""
"4019505751",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",2,"","TR","ES","US","T","W","I","7f4a595ba8","ff933cc0ee",""
"3052830551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","f119e82f1c","ff933cc0ee",""
"7644470251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",5,"","TR","ES","US","T","W","I","f119e82f1c","ff933cc0ee",""
"4644367551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","f119e82f1c","ff933cc0ee",""
"9587313151",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",3,"","TR","ES","US","T","W","I","f119e82f1c","ff933cc0ee",""
"2605228251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",2,"","TR","ES","US","T","W","I","626b9ac728","ff933cc0ee",""
"6247846051",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",6,"","TR","ES","US","T","W","I","626b9ac728","ff933cc0ee",""
"4555800951",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",2,"","TR","ES","US","T","W","I","a629393a09","b5cd5b6bd0",""
"8627328751",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","a629393a09","b5cd5b6bd0",""
"4335952151",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","a629393a09","b5cd5b6bd0",""
"8813985551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",3,"","TR","ES","US","T","W","I","a629393a09","b5cd5b6bd0",""
"7997077151",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","744d6a2681","b5cd5b6bd0",""
"5995466151",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","744d6a2681","b5cd5b6bd0",""
"3575994251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",2,"","TR","ES","US","T","W","I","744d6a2681","b5cd5b6bd0",""
"8063120151",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","744d6a2681","b5cd5b6bd0",""
"5467345851",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","1162f912f4","b5cd5b6bd0",""
"5373579551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","1162f912f4","b5cd5b6bd0",""
"9174066351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","1162f912f4","b5cd5b6bd0",""
"2723442551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","1162f912f4","b5cd5b6bd0",""
"9571721151",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","6a69b85f50","830967b2ec",""
"9019383651",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",1,"","TR","ES","US","T","W","I","6a69b85f50","830967b2ec",""
"4539182451",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","skins",7,"","TR","ES","US","T","W","I","6a69b85f50","830967b2ec",""
"5959914951",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","7bab7d8600","caa767b0a1",""
"5091256751",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","7bab7d8600","caa767b0a1",""
"2057531751",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",3,"","TR","CH","US","T","W","I","7bab7d8600","caa767b0a1",""
"1544002351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","a211f0b122","9b6a14cd77",""
"2781016451",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","a211f0b122","9b6a14cd77",""
"6342814751",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",2,"","TR","CH","US","T","W","I","a211f0b122","9b6a14cd77",""
"6729834551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",2,"","TR","CH","US","T","W","I","a211f0b122","9b6a14cd77",""
"7433898851",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","AT","US","T","W","I","f7c43682a9","47b67822cf",""
"8665500451",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",2,"","TR","AT","US","T","W","I","f7c43682a9","47b67822cf",""
"7808458551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","AT","US","T","W","I","f7c43682a9","47b67822cf",""
"3357008751",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","AT","US","T","W","I","f7c43682a9","47b67822cf",""
"1099664151",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","AT","US","T","W","I","e94a460420","47b67822cf",""
"3101093051",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","AT","US","T","W","I","e94a460420","47b67822cf",""
"1630524651",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","AT","US","T","W","I","e94a460420","47b67822cf",""
"3256776451",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","AT","US","T","W","I","e94a460420","47b67822cf",""
"2273960951",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","AT","US","T","W","I","930bec95e1","47b67822cf",""
"5767496451",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","AT","US","T","W","I","930bec95e1","47b67822cf",""
"7802352351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","AT","US","T","W","I","930bec95e1","47b67822cf",""
"4303500551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","AT","US","T","W","I","930bec95e1","47b67822cf",""
"4340584351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","AT","US","T","W","I","ea632bf3f2","47b67822cf",""
"2780202951",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","a8fb88a234","b83ac37729",""
"6020109551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","a8fb88a234","b83ac37729",""
"1131817251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","a8fb88a234","b83ac37729",""
"9479497151",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","5cd17012d3","61ced97cd6",""
"8019916751",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","5cd17012d3","61ced97cd6",""
"3167434751",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","5cd17012d3","61ced97cd6",""
"7920864051",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","5cd17012d3","61ced97cd6",""
"2521401151",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","adc1538ceb","61ced97cd6",""
"1549863151",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","adc1538ceb","61ced97cd6",""
"8203693251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","adc1538ceb","61ced97cd6",""
"2968991951",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","cc51aa3eb2","61ced97cd6",""
"9403434951",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","cc51aa3eb2","61ced97cd6",""
"4636150351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","cc51aa3eb2","61ced97cd6",""
"1462563251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","cc51aa3eb2","61ced97cd6",""
