"Id","Year","Appendix","Taxon","Class","Order","Family","Genus","Term","Quantity","Unit","Importer","Exporter","Origin","Purpose","Source","Reporter.type","Import.permit.RandomID","Export.permit.RandomID","Origin.permit.RandomID"
"4588526151",2022,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","caviar",1125,"g","TR","DE","CN","T","C","I","228409ac1c","004eeba290","8d915c3d25"
"7915132851",2022,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","fingerlings",80,"kg","TR","AZ","","T","C","I","1abee3d545","2caa97b42c",""
"9175622051",2022,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","leather products (small)",1,"Number of specimens","TR","CH","FR","T","C","I","f77cab0601","f48abfc0f5","a1a71b0101"
"1795059451",2022,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","leather products (small)",2,"Number of specimens","TR","CH","FR","T","C","I","92cc2c01b9","3ea8445091","a1a71b0101"
"7929957151",2022,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","eggs (live)",1,"kg","TR","AZ","","T","C","I","31d199fb6f","e8dec98833",""
"5195175551",2022,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","caviar",480,"g","GR","TR","","T","C","E","","2ac741e1ed",""
"9137158351",2022,"II","Acipenser gueldenstaedtii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","caviar",1125,"g","TR","DE","CN","T","C","I","228409ac1c","004eeba290","7d97a4162a"
"9592433351",2022,"II","Acipenser gueldenstaedtii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","live",1150,"kg","TR","AZ","","T","C","I","7a1dbefd56","0038b64c4b",""
"9877346251",2022,"II","Acipenser gueldenstaedtii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","caviar",5.438,"kg","TR","AZ","","T","C","I","6355e12d05","1bb03d9b1b",""
"3316073051",2022,"II","Acipenser gueldenstaedtii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","fingerlings",350,"kg","TR","AZ","","T","C","I","3e16662b91","41738411b4",""
"9629127351",2022,"II","Acipenser gueldenstaedtii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","fingerlings",350,"kg","TR","AZ","","T","C","I","586998d17f","9188906d1f",""
"5698239551",2022,"II","Acipenser gueldenstaedtii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","fingerlings",350,"kg","TR","AZ","","T","C","I","417ab3a8a8","7df3c3abf5",""
"9464276551",2022,"II","Acipenser gueldenstaedtii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","fingerlings",350,"kg","TR","AZ","","T","C","I","4467e962cf","3031311933",""
"7875839451",2022,"II","Acipenser persicus","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","fingerlings",350,"kg","TR","AZ","","T","C","I","5f4c87f1fb","67e46767d9",""
"1825661951",2022,"II","Acipenser persicus","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","fingerlings",350,"kg","TR","AZ","","T","C","I","c4e52e1a6d","741680037f",""
"7181471051",2022,"II","Acipenser persicus","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","fingerlings",350,"kg","TR","AZ","","T","C","I","3a6d65a22f","98d20b9744",""
"8849521951",2022,"II","Acipenser persicus","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","fingerlings",350,"kg","TR","AZ","","T","C","I","f3286bd328","1a612728f8",""
"2929000651",2022,"II","Acipenser persicus","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","fingerlings",350,"kg","TR","AZ","","T","C","I","531d75a780","cd315d96a3",""
"1833921551",2022,"II","Acipenser persicus","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","fingerlings",350,"kg","TR","AZ","","T","C","I","6cba7481a6","56fcd34ef0",""
"6625249551",2022,"II","Acipenser stellatus","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","eggs (live)",1,"kg","TR","AZ","","T","C","I","31d199fb6f","e8dec98833",""
"7965139451",2022,"II","Acropora spp.","Anthozoa","Scleractinia","Acroporidae","Acropora","live",185,"Number of specimens","TR","ID","","T","F","I","9e5e86b671","7771117ffa",""
"3304053351",2022,"II","Acropora spp.","Anthozoa","Scleractinia","Acroporidae","Acropora","live",150,"Number of specimens","TR","ID","","T","F","I","0004e27b81","3b48b9a7fa",""
"4022798051",2022,"II","Acropora spp.","Anthozoa","Scleractinia","Acroporidae","Acropora","live",60,"Number of specimens","TR","ID","","T","F","I","6f89110ea4","bbc67df1d2",""
"1193097751",2022,"II","Acropora spp.","Anthozoa","Scleractinia","Acroporidae","Acropora","live",150,"Number of specimens","TR","ID","","T","F","I","484c668dd4","d00b07fe94",""
"4375892351",2022,"II","Acropora spp.","Anthozoa","Scleractinia","Acroporidae","Acropora","live",172,"Number of specimens","TR","ID","","T","F","I","72230e64fc","c39093717a",""
"5031042451",2022,"II","Acropora spp.","Anthozoa","Scleractinia","Acroporidae","Acropora","live",40,"Number of specimens","TR","ID","","T","F","I","68de169631","c3dffcfd7d",""
"2003993551",2022,"II","Acropora spp.","Anthozoa","Scleractinia","Acroporidae","Acropora","live",100,"Number of specimens","TR","ID","","T","F","I","14f7168595","255422a75a",""
"8467237451",2022,"II","Acropora spp.","Anthozoa","Scleractinia","Acroporidae","Acropora","live",250,"Number of specimens","TR","ID","","T","F","I","af1e432513","7c3d5be51a",""
"2550196451",2022,"II","Acropora spp.","Anthozoa","Scleractinia","Acroporidae","Acropora","live",250,"Number of specimens","TR","ID","","T","F","I","f9d554dde1","3a0b123d32",""
"3039836951",2022,"II","Acropora spp.","Anthozoa","Scleractinia","Acroporidae","Acropora","live",200,"Number of specimens","TR","ID","","T","F","I","433760bce8","cb187433ac",""
"9675896851",2022,"II","Acropora spp.","Anthozoa","Scleractinia","Acroporidae","Acropora","live",135,"Number of specimens","TR","ID","","T","F","I","4d45eed801","fbf6b560fd",""
"1313720751",2022,"II","Acropora spp.","Anthozoa","Scleractinia","Acroporidae","Acropora","live",40,"Number of specimens","TR","ID","","T","F","I","4d34d5fde9","4599c416c4",""
"8764568751",2022,"II","Acropora spp.","Anthozoa","Scleractinia","Acroporidae","Acropora","live",60,"Number of specimens","TR","ID","","T","F","I","9b15873923","7d09dd0ee3",""
"9301246151",2022,"II","Acropora spp.","Anthozoa","Scleractinia","Acroporidae","Acropora","live",120,"Number of specimens","TR","ID","","T","F","I","1fbecc2b5a","7e05e6389b",""
"1426834851",2022,"II","Acropora spp.","Anthozoa","Scleractinia","Acroporidae","Acropora","live",65,"Number of specimens","TR","ID","","T","F","I","576ac25927","8d324105bc",""
"2625808751",2022,"II","Agapornis fischeri","Aves","Psittaciformes","Psittacidae","Agapornis","live",150,"","TR","CZ","","T","C","I","9b2b151760","4eb35c02f2",""
"9747210551",2022,"II","Agapornis fischeri","Aves","Psittaciformes","Psittacidae","Agapornis","live",150,"","TR","CZ","","T","C","I","b83789c95a","e6f52fb86d",""
"8881916851",2022,"II","Agapornis fischeri","Aves","Psittaciformes","Psittacidae","Agapornis","live",1000,"","TR","LB","","T","C","I","557987d239","75ff2b711a",""
"7716119351",2022,"II","Agapornis fischeri","Aves","Psittaciformes","Psittacidae","Agapornis","live",1000,"","TR","LB","","T","C","I","a67442f91b","9b8894c7b5",""
"2210316351",2022,"II","Agapornis fischeri","Aves","Psittaciformes","Psittacidae","Agapornis","live",100,"","TR","UZ","","T","C","I","492e10bdaa","4e633bee51",""
"4161625751",2022,"II","Agapornis personatus","Aves","Psittaciformes","Psittacidae","Agapornis","live",150,"","TR","CZ","","T","C","I","9b2b151760","4eb35c02f2",""
"7871208151",2022,"II","Agapornis personatus","Aves","Psittaciformes","Psittacidae","Agapornis","live",150,"","TR","CZ","","T","C","I","b83789c95a","e6f52fb86d",""
"4683434651",2022,"I","Ailurus fulgens","Mammalia","Carnivora","Ailuridae","Ailurus","live",1,"","TR","HU","","Z","C","I","1a29f736de","5035838bcc",""
"8447179751",2022,"I","Ailurus fulgens","Mammalia","Carnivora","Ailuridae","Ailurus","live",1,"","TR","HU","","Z","C","I","c9c6a411cc","5d9b4d9474",""
"5261234551",2022,"I","Ailurus fulgens","Mammalia","Carnivora","Ailuridae","Ailurus","live",1,"Number of specimens","FI","TR","","Z","C","E","","f70ed384c9",""
"3296140251",2022,"II","Alisterus scapularis","Aves","Psittaciformes","Psittacidae","Alisterus","live",10,"","TR","CZ","","T","C","I","9b2b151760","4eb35c02f2",""
"3333777551",2022,"II","Alisterus scapularis","Aves","Psittaciformes","Psittacidae","Alisterus","live",6,"","TR","CZ","","T","C","I","4cdbb7a578","e6f52fb86d",""
"6713512451",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"Number of specimens","UA","CH","US","T","W","E","","962cf6c2d2","2a1bccd1ea"
"7408138351",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",500,"Number of specimens","CN","CH","US","T","W","E","","dc9f52ef20","d7b1ac0cb0"
"3201281251",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",500,"Number of specimens","CN","CH","US","T","W","E","","813cc924f0","9ebe3ffed3"
"4104561051",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"Number of specimens","KW","CH","US","T","W","E","","e60f6e9e40","e36841a314"
"3569420751",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",7,"Number of specimens","AE","CH","US","T","W","E","","3f81ef3c35","3bbc3543e6"
"8678578251",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",8,"Number of specimens","AE","CH","US","T","W","E","","91a5f7657d","d1def89cda"
"9547881551",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"Number of specimens","FR","CH","US","T","W","E","","f55b83bec7","977106d8b7"
"3526550451",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"Number of specimens","FR","CH","US","T","W","E","","6573e38a4d","e36841a314"
"3468324651",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"Number of specimens","FR","CH","US","T","W","E","","6573e38a4d","e36841a314"
"7385070151",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"Number of specimens","FR","CH","US","T","W","E","","e80b00312e","e36841a314"
"4648331051",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"Number of specimens","AE","CH","US","T","W","E","","5b8c2c47e1","977106d8b7"
"4160093951",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"Number of specimens","AE","CH","US","T","W","E","","5b8c2c47e1","977106d8b7"
"2112443251",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",2,"Number of specimens","KW","CH","US","T","W","E","","3cf3e6726a","977106d8b7"
"1260883451",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"Number of specimens","KW","CH","US","T","W","E","","3cf3e6726a","977106d8b7"
"5092407851",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"Number of specimens","KW","CH","US","T","W","E","","70088c12fc","977106d8b7"
"3592400751",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"Number of specimens","KW","CH","US","T","W","E","","70088c12fc","e36841a314"
"6484427351",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",8,"Number of specimens","RU","CH","US","T","W","E","","187c673b04","e43338e3e3"
"7953375951",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"Number of specimens","RU","CH","US","T","W","E","","187c673b04","62c291a020"
"9893247151",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"Number of specimens","RU","CH","US","T","W","E","","187c673b04","2a1bccd1ea"
"5328715951",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",3,"Number of specimens","RU","CH","US","T","W","E","","1169fdf9ee","ca0147348f"
"9739720151",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",3,"Number of specimens","RU","CH","US","T","W","E","","1169fdf9ee","8c7fbe1c7a"
"5347475451",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"Number of specimens","RU","CH","US","T","W","E","","1169fdf9ee","ba6f786eca"
"5184442151",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",5,"Number of specimens","AE","CH","US","T","W","E","","c7cb61e966","e53d7d3783"
"3608761051",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",150,"Number of specimens","CN","CH","US","T","W","E","","cca956e636","61ad342458"
"2094413351",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",400,"Number of specimens","CN","CH","US","T","W","E","","d4e9fc1c06","d7b1ac0cb0"
"8077203451",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",4,"Number of specimens","RU","CH","US","T","W","E","","b7368023b9","6a879ed61a"
"3154769051",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",20,"Number of specimens","IE","CH","US","T","W","E","","38237dd974","9ccadf14a7"
"2421955651",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",20,"Number of specimens","IE","CH","US","T","W","E","","eae0c2a427","9ccadf14a7"
"2291544851",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"Number of specimens","TH","CH","US","T","W","E","","a387f46eed","ac2a5588d1"
"7884245451",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",3,"Number of specimens","KZ","CH","US","T","W","E","","919b4036d4","ac2a5588d1"
"4137494251",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",3,"Number of specimens","KZ","CH","US","T","W","E","","cee56b5f5e","ac2a5588d1"
"1249417151",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",2,"Number of specimens","RU","CH","US","T","W","E","","b7368023b9","6a879ed61a"
"2891341051",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",3,"Number of specimens","TR","CH","US","T","W","E","","fcb3f938e2","3cd9539be3"
"8872443051",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"Number of specimens","TW","CH","US","T","W","E","","7ad1af5023","f84bbac4c7"
"7360487751",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"Number of specimens","GR","CH","US","T","W","E","","367cbdc9bf","2498f57ed1"
"3830407551",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"Number of specimens","SA","CH","US","T","W","E","","fdf77dff5f","29160a44fe"
"6418581951",2020,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",2,"Number of specimens","CN","CH","US","T","W","E","","ec4788e947","1c84c24ac6"
"1329825651",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","3f4f9ad41e","fca4e4a2ff",""
"6950722651",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","3f4f9ad41e","fca4e4a2ff",""
"2694892751",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","3f4f9ad41e","fca4e4a2ff",""
"1764155051",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","3f4f9ad41e","fca4e4a2ff",""
"4290121051",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","316a60be0d","fca4e4a2ff",""
"8806512051",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","316a60be0d","fca4e4a2ff",""
"4109409251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","2b28708a66","eeac7d5dcd",""
"6639985951",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","2b28708a66","eeac7d5dcd",""
"1899570451",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","2b28708a66","eeac7d5dcd",""
"4720072251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","2b28708a66","eeac7d5dcd",""
"2708922751",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","7d3d872869","eeac7d5dcd",""
"7535560451",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","7d3d872869","eeac7d5dcd",""
"1594774251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","DE","US","T","W","I","ff2cac3d48","e1e5d79ba4",""
"6698394851",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","DE","US","T","W","I","ff2cac3d48","e1e5d79ba4",""
"7581397351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",2,"","TR","DE","US","T","W","I","ff2cac3d48","e1e5d79ba4",""
"8227920851",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","DE","US","T","W","I","5ce38f600f","ebf0118d6c",""
"1392467151",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",2,"","TR","CH","US","T","W","I","85041e93d9","512e7e2f38",""
"7547429351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",8,"","TR","CH","US","T","W","I","956dbd7263","0f109d8257",""
"8381939151",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",29,"","TR","CH","US","T","W","I","956dbd7263","0f109d8257",""
"2271466551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","956dbd7263","0f109d8257",""
"4659553851",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",7,"","TR","CH","US","T","W","I","956dbd7263","0f109d8257",""
"9445902351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","4aa67ae3e0","70efef4962",""
"7460388251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","FR","US","T","W","I","010e1ad3e0","aa95165f15",""
"2350258351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",4,"","TR","DE","US","T","W","I","850b31aca9","13b5d35685",""
"3031726051",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","DE","US","T","W","I","d429d13639","6b370d8837",""
"5587183551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",2,"","TR","DE","US","T","W","I","d429d13639","6b370d8837",""
"8889213551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","DE","US","T","W","I","d429d13639","6b370d8837",""
"9292420651",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","DE","US","T","W","I","d429d13639","6b370d8837",""
"9797820751",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","DE","US","T","W","I","520d191550","c349ffa224",""
"5283242251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","5b06b7b54e","400595305c",""
"9235488351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","83c3166f4f","a1f4dcd5ca",""
"3128788051",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",2,"","TR","FR","US","T","W","I","926437e5d5","0266ccd1ec",""
"9510905651",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","DE","US","T","W","I","20d2d7d4c7","efea7acc2e",""
"6207693451",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","AT","US","T","W","I","e3688a8c2e","b61f077887",""
"4369828951",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","AT","US","T","W","I","e3688a8c2e","c3ec42ec9f",""
"4121117351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","AT","US","T","W","I","e3688a8c2e","c3ec42ec9f",""
"9889782751",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","8528851b0a","1dec9b79b0",""
"8571323651",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","d3071f248c","5de141344f",""
"9160399051",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","27321da01b","5de141344f",""
"8816755951",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",2,"","TR","CH","US","T","C","I","e07b231010","5f92adbb9c",""
"3312047151",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","dfe59ac2a3","ab873f9cac",""
"6221095951",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",2,"","TR","CH","US","T","W","I","ecd73a6be5","e88ac064a4",""
"6991889551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","IE","US","T","W","I","bc6f27dada","11a9e6e721",""
"7514763751",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","IE","US","T","W","I","bc6f27dada","11a9e6e721",""
"4187589651",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","FR","US","T","W","I","65620840a0","ea3b708d0e",""
"7332731351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","FR","US","T","W","I","65620840a0","d964184406",""
"1242923051",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","9c7eaac954","9e6e5ff4a8",""
"3157565351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","3181a1bd92","42a3272e00",""
"9138381351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","7bcef54df4","9e6e5ff4a8",""
"9802371351",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","NL","US","T","W","I","723c0f304e","73f073fc3d",""
"6941474951",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","NL","US","T","W","I","723c0f304e","73f073fc3d",""
"2057624451",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","NL","US","T","W","I","723c0f304e","dc47411572",""
"1419916251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","accaa27528","15179e15f4",""
"8915151951",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",2,"","TR","CH","US","T","W","I","79b9e711f0","c5ca2bf461",""
"2480562551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","FR","US","T","W","I","036baf4cbf","acb6ac4067",""
"3621662551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",3,"","TR","AT","US","T","W","I","5720968dad","423d843f68",""
"9220581051",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",4,"","TR","AT","US","T","W","I","5720968dad","423d843f68",""
"3680201151",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","NL","US","T","W","I","32e53b092d","fb8e0529de",""
"4884103051",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","5e1107dc6e","c4fcf4c678",""
"1905645651",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","37c857aeaa","9e9c9beb29",""
"2276533651",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",2,"","TR","CH","US","T","W","I","37c857aeaa","9e9c9beb29",""
"6818502551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","37c857aeaa","9e9c9beb29",""
"8568120251",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","CH","US","T","W","I","37c857aeaa","9e9c9beb29",""
"6960122451",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",3,"","TR","FR","US","T","W","I","cddbace0ff","2958256802",""
"1424301551",2022,"II","Alligator mississippiensis","Reptilia","Crocodylia","Alligatoridae","Alligator","leather products (small)",1,"","TR","FR","US","T","W","I","cddbace0ff","2958256802",""
